交易序號,信用卡ID,客戶ID,刷卡日期,刷卡產品產業分類,刷卡類型,刷卡金額,刷卡地點
23290,814,7437,6/14/12,09_餐飲,一般消費,1122,國內
23297,6863,5425,6/14/12,12_量販超市,一般消費,846,國內
23307,12797,19483,6/14/12,07_百貨,分期消費,3900,國內
23310,14044,9125,6/14/12,13_交通(含加值),一般消費,182,國內
23311,14229,4210,6/14/12,12_量販超市,一般消費,2006,國內
23312,14229,4210,6/14/12,12_量販超市,一般消費,2339,國內
23314,15130,5978,6/14/12,13_交通(含加值),一般消費,1518,國內
23318,18174,1747,6/14/12,03_保險,一般消費,1197,國內
23321,18653,9051,6/14/12,13_交通(含加值),一般消費,100,國內
23322,18653,9051,6/14/12,10_藥妝,一般消費,157,國內
23326,6577,4874,6/15/12,13_交通(含加值),一般消費,1208,國內
23328,7016,861,6/15/12,14_旅遊,一般消費,3275,國外
23338,12077,6118,6/15/12,14_旅遊,一般消費,2877,國外
23343,14044,9125,6/15/12,13_交通(含加值),一般消費,782,國內
23367,6651,1958,6/18/12,15_休閒文化,一般消費,250,國內
23368,6651,1958,6/18/12,15_休閒文化,一般消費,603,國內
23369,6651,1958,6/18/12,07_百貨,一般消費,1327,國內
23386,10646,19639,6/18/12,11_3C居家電信,一般消費,648,國內
23387,10646,19639,6/18/12,13_交通(含加值),一般消費,660,國內
23388,10740,17190,6/18/12,10_藥妝,一般消費,150,國內
23398,12077,6118,6/18/12,13_交通(含加值),一般消費,1800,國內
23404,12754,3405,6/18/12,13_交通(含加值),一般消費,540,國內
23407,12989,3044,6/18/12,06_公用事業,一般消費,20,國內
23408,12989,3044,6/18/12,06_公用事業,一般消費,30,國內
23413,13327,605,6/18/12,06_公用事業,一般消費,10,國內
23414,13327,605,6/18/12,06_公用事業,一般消費,10,國內
23415,13327,605,6/18/12,06_公用事業,一般消費,80,國內
23416,13327,605,6/18/12,06_公用事業,一般消費,120,國內
23417,13327,605,6/18/12,06_公用事業,一般消費,160,國內
23429,15130,5978,6/18/12,13_交通(含加值),一般消費,140,國內
23430,15180,920,6/18/12,13_交通(含加值),一般消費,2500,國內
23432,15250,6527,6/18/12,12_量販超市,一般消費,1664,國內
23434,15489,12967,6/18/12,12_量販超市,一般消費,1928,國內
23437,16223,16848,6/18/12,12_量販超市,一般消費,592,國內
23449,17286,17586,6/18/12,07_百貨,一般消費,831,國內
23450,17746,17586,6/18/12,10_藥妝,一般消費,1335,國內
23455,18653,9051,6/18/12,13_交通(含加值),一般消費,90,國內
23460,6619,19859,6/19/12,12_量販超市,一般消費,59,國內
23462,6826,13687,6/19/12,13_交通(含加值),一般消費,1000,國內
23471,12596,4493,6/19/12,13_交通(含加值),一般消費,1688,國內
23474,12989,3044,6/19/12,06_公用事業,一般消費,20,國內
23475,13327,605,6/19/12,06_公用事業,一般消費,160,國內
23482,16711,5196,6/19/12,12_量販超市,一般消費,139,國內
23487,17286,17586,6/19/12,07_百貨,一般消費,399,國內
23489,17746,17586,6/19/12,07_百貨,一般消費,390,國內
23490,18653,9051,6/19/12,10_藥妝,一般消費,1258,國內
23497,6577,4874,6/20/12,07_百貨,一般消費,880,國內
23498,6577,4874,6/20/12,07_百貨,一般消費,1000,國內
23503,7414,106,6/20/12,10_藥妝,一般消費,290,國內
23508,8915,1809,6/20/12,16_無店舖,分期消費,1149,國內
23511,11130,19504,6/20/12,13_交通(含加值),一般消費,1000,國內
23523,13013,16697,6/20/12,12_量販超市,一般消費,4327,國內
23525,13327,605,6/20/12,06_公用事業,一般消費,10,國內
23526,13327,605,6/20/12,06_公用事業,一般消費,10,國內
23527,13327,605,6/20/12,06_公用事業,一般消費,50,國內
23528,13327,605,6/20/12,06_公用事業,一般消費,50,國內
23530,14229,4210,6/20/12,12_量販超市,一般消費,1123,國內
23540,16097,8927,6/20/12,12_量販超市,一般消費,389,國內
23541,16097,8927,6/20/12,12_量販超市,一般消費,500,國內
23542,16097,8927,6/20/12,12_量販超市,一般消費,605,國內
23547,17660,2762,6/20/12,07_百貨,一般消費,796,國內
23548,17706,10121,6/20/12,11_3C居家電信,一般消費,4306,國內
23551,18653,9051,6/20/12,10_藥妝,一般消費,1118,國內
23555,6583,6143,6/21/12,16_無店舖,一般消費,3904,國內
23558,8905,89,6/21/12,13_交通(含加值),一般消費,1674,國內
23560,11167,14466,6/21/12,12_量販超市,一般消費,488,國內
23561,12077,6118,6/21/12,09_餐飲,一般消費,1689,國內
23564,12820,1896,6/21/12,14_旅遊,分期消費,29549,國內
23565,12989,3044,6/21/12,06_公用事業,一般消費,50,國內
23569,13327,605,6/21/12,06_公用事業,一般消費,30,國內
23570,14044,9125,6/21/12,15_休閒文化,一般消費,163,國內
23583,1431,5287,6/22/12,09_餐飲,一般消費,171,國內
23587,6847,5287,6/22/12,14_旅遊,一般消費,4235,國內
23593,9387,16756,6/22/12,11_3C居家電信,一般消費,30,國外
23596,9757,5286,6/22/12,13_交通(含加值),一般消費,1212,國內
23598,10745,106,6/22/12,13_交通(含加值),一般消費,500,國內
23604,13327,605,6/22/12,06_公用事業,一般消費,10,國內
23608,14411,1314,6/22/12,16_無店舖,分期消費,3499,國內
23613,17706,10121,6/22/12,03_保險,一般消費,826,國內
23614,17706,10121,6/22/12,03_保險,一般消費,1404,國內
23616,18174,1747,6/22/12,03_保險,一般消費,1008,國內
23617,18345,10699,6/22/12,06_公用事業,一般消費,1003,國內
23623,6577,4874,6/25/12,11_3C居家電信,一般消費,1232,國內
23624,6577,4874,6/25/12,13_交通(含加值),一般消費,1445,國內
23625,6577,4874,6/25/12,11_3C居家電信,一般消費,1829,國內
23626,6619,19859,6/25/12,14_旅遊,一般消費,1657,國外
23627,6826,13687,6/25/12,10_藥妝,一般消費,262,國內
23628,6863,5425,6/25/12,07_百貨,一般消費,2880,國內
23632,9625,4028,6/25/12,11_3C居家電信,一般消費,180,國內
23633,10102,6256,6/25/12,12_量販超市,一般消費,1008,國內
23640,10646,19639,6/25/12,13_交通(含加值),一般消費,329,國內
23641,10740,17190,6/25/12,11_3C居家電信,一般消費,183,國內
23642,10740,17190,6/25/12,11_3C居家電信,一般消費,183,國內
23643,10740,17190,6/25/12,11_3C居家電信,一般消費,238,國內
23644,10740,17190,6/25/12,11_3C居家電信,一般消費,362,國內
23648,11167,14466,6/25/12,12_量販超市,一般消費,461,國內
23672,12989,3044,6/25/12,06_公用事業,一般消費,20,國內
23673,12989,3044,6/25/12,06_公用事業,一般消費,20,國內
23674,13013,16697,6/25/12,12_量販超市,一般消費,3164,國內
23677,13327,605,6/25/12,06_公用事業,一般消費,10,國內
23678,13327,605,6/25/12,06_公用事業,一般消費,10,國內
23679,13327,605,6/25/12,06_公用事業,一般消費,10,國內
23680,13327,605,6/25/12,06_公用事業,一般消費,10,國內
23681,13327,605,6/25/12,06_公用事業,一般消費,20,國內
23682,13327,605,6/25/12,06_公用事業,一般消費,80,國內
23683,13327,605,6/25/12,06_公用事業,一般消費,90,國內
23684,13327,605,6/25/12,06_公用事業,一般消費,90,國內
23685,13327,605,6/25/12,06_公用事業,一般消費,140,國內
23689,14229,4210,6/25/12,13_交通(含加值),一般消費,1272,國內
23690,14411,1314,6/25/12,10_藥妝,一般消費,20287,國內
23695,15147,18700,6/25/12,12_量販超市,一般消費,4593,國內
23697,15489,12967,6/25/12,12_量販超市,一般消費,3589,國內
23705,16711,5196,6/25/12,12_量販超市,一般消費,318,國內
23709,17495,13863,6/25/12,11_3C居家電信,一般消費,821,國內
23710,17681,7327,6/25/12,12_量販超市,一般消費,384,國內
23711,17681,7327,6/25/12,12_量販超市,一般消費,934,國內
23716,18653,9051,6/25/12,13_交通(含加值),一般消費,90,國內
23721,6448,15195,6/26/12,09_餐飲,一般消費,902,國內
23724,6583,6143,6/26/12,11_3C居家電信,一般消費,873,國內
23725,6651,1958,6/26/12,12_量販超市,一般消費,336,國內
23726,6826,13687,6/26/12,11_3C居家電信,一般消費,1531,國內
23730,9338,10195,6/26/12,06_公用事業,一般消費,1889,國內
23731,10102,6256,6/26/12,06_公用事業,一般消費,188,國內
23732,10102,6256,6/26/12,06_公用事業,一般消費,1170,國內
23735,10646,19639,6/26/12,11_3C居家電信,一般消費,154,國內
23736,10745,106,6/26/12,09_餐飲,一般消費,1647,國內
23737,10745,106,6/26/12,10_藥妝,一般消費,16000,國內
23749,12077,6118,6/26/12,14_旅遊,一般消費,8138,國外
23755,12596,4493,6/26/12,06_公用事業,一般消費,1508,國內
23758,12989,3044,6/26/12,06_公用事業,一般消費,20,國內
23763,13327,605,6/26/12,06_公用事業,一般消費,10,國內
23764,13327,605,6/26/12,06_公用事業,一般消費,75,國內
23766,14229,4210,6/26/12,13_交通(含加值),一般消費,959,國內
23772,15489,12967,6/26/12,12_量販超市,一般消費,519,國內
23779,17286,17586,6/26/12,10_藥妝,一般消費,999,國內
23783,18375,1250,6/26/12,12_量販超市,一般消費,421,國內
23793,6448,15195,6/27/12,15_休閒文化,一般消費,90,國外
23794,6448,15195,6/27/12,14_旅遊,一般消費,1500,國內
23797,6651,1958,6/27/12,07_百貨,一般消費,265,國內
23798,6651,1958,6/27/12,07_百貨,一般消費,571,國內
23799,6826,13687,6/27/12,12_量販超市,一般消費,2066,國內
23809,10646,19639,6/27/12,11_3C居家電信,一般消費,1340,國內
23810,10740,17190,6/27/12,13_交通(含加值),一般消費,900,國內
23814,11167,14466,6/27/12,12_量販超市,一般消費,405,國內
23823,12754,3405,6/27/12,13_交通(含加值),一般消費,800,國內
23828,12989,3044,6/27/12,06_公用事業,一般消費,20,國內
23832,13327,605,6/27/12,06_公用事業,一般消費,10,國內
23833,13327,605,6/27/12,06_公用事業,一般消費,10,國內
23834,13327,605,6/27/12,06_公用事業,一般消費,30,國內
23835,13327,605,6/27/12,06_公用事業,一般消費,30,國內
23836,14044,9125,6/27/12,13_交通(含加值),一般消費,981,國內
23837,14229,4210,6/27/12,12_量販超市,一般消費,3275,國內
23842,17549,5969,6/27/12,08_精品,一般消費,1145,國內
23843,17660,2762,6/27/12,07_百貨,一般消費,497,國內
23844,17746,17586,6/27/12,07_百貨,一般消費,1080,國內
23845,18162,11368,6/27/12,09_餐飲,一般消費,155,國內
23846,18653,9051,6/27/12,13_交通(含加值),一般消費,91,國內
23847,18653,9051,6/27/12,10_藥妝,一般消費,139,國內
23849,6448,15195,6/28/12,12_量販超市,一般消費,812,國內
23851,6863,5425,6/28/12,10_藥妝,一般消費,198,國內
23856,9338,10195,6/28/12,13_交通(含加值),一般消費,1761,國內
23862,10740,17190,6/28/12,10_藥妝,一般消費,410,國內
23868,11921,17157,6/28/12,12_量販超市,一般消費,460,國內
23875,13327,605,6/28/12,06_公用事業,一般消費,40,國內
23876,13327,605,6/28/12,06_公用事業,一般消費,60,國內
23877,14044,9125,6/28/12,12_量販超市,一般消費,560,國內
23878,14636,13687,6/28/12,13_交通(含加值),一般消費,1000,國內
23879,15180,920,6/28/12,13_交通(含加值),一般消費,2248,國內
23885,18162,11368,6/28/12,09_餐飲,一般消費,260,國內
23891,6651,1958,6/29/12,12_量販超市,一般消費,1258,國內
23893,7016,861,6/29/12,14_旅遊,一般消費,10892,國外
23901,10646,19639,6/29/12,13_交通(含加值),一般消費,975,國內
23903,11167,14466,6/29/12,12_量販超市,一般消費,2892,國內
23904,11774,8032,6/29/12,13_交通(含加值),一般消費,200,國內
23905,12077,6118,6/29/12,14_旅遊,一般消費,7733,國外
23915,14044,9125,6/29/12,13_交通(含加值),一般消費,106,國內
23916,14411,1314,6/29/12,10_藥妝,一般消費,1000,國內
23929,17746,17586,6/29/12,07_百貨,一般消費,1080,國內
23931,18653,9051,6/29/12,10_藥妝,一般消費,170,國內
23938,6448,15195,7/2/12,07_百貨,一般消費,5076,國內
23941,6583,6143,7/2/12,10_藥妝,一般消費,882,國內
23946,8915,1809,7/2/12,16_無店舖,分期消費,1952,國內
23955,11130,19504,7/2/12,07_百貨,一般消費,539,國內
23961,11774,8032,7/2/12,12_量販超市,一般消費,558,國內
23962,11921,17157,7/2/12,13_交通(含加值),一般消費,1322,國內
23968,12596,4493,7/2/12,13_交通(含加值),一般消費,1587,國內
23970,12797,19483,7/2/12,08_精品,一般消費,1250,國內
23971,12989,3044,7/2/12,06_公用事業,一般消費,50,國內
23972,13013,16697,7/2/12,12_量販超市,一般消費,449,國內
23973,13013,16697,7/2/12,12_量販超市,一般消費,1202,國內
23976,13327,605,7/2/12,06_公用事業,一般消費,10,國內
23977,13327,605,7/2/12,06_公用事業,一般消費,30,國內
23978,13327,605,7/2/12,06_公用事業,一般消費,150,國內
23979,13327,605,7/2/12,06_公用事業,一般消費,160,國內
23983,14044,9125,7/2/12,13_交通(含加值),一般消費,120,國內
23984,14229,4210,7/2/12,12_量販超市,一般消費,10,國內
23985,14229,4210,7/2/12,12_量販超市,一般消費,1524,國內
24010,17200,15353,7/2/12,13_交通(含加值),一般消費,450,國內
24011,17200,15353,7/2/12,13_交通(含加值),一般消費,462,國內
24014,17549,5969,7/2/12,15_休閒文化,一般消費,398,國內
24022,18653,9051,7/2/12,13_交通(含加值),一般消費,93,國內
24028,1710,5963,7/3/12,13_交通(含加值),一般消費,1200,國內
24032,6583,6143,7/3/12,12_量販超市,一般消費,159,國內
24039,9338,10195,7/3/12,13_交通(含加值),一般消費,413,國內
24042,12077,6118,7/3/12,14_旅遊,一般消費,2731,國外
24046,12989,3044,7/3/12,06_公用事業,一般消費,50,國內
24049,13327,605,7/3/12,06_公用事業,一般消費,10,國內
24066,17660,2762,7/3/12,11_3C居家電信,一般消費,1493,國內
24068,18162,11368,7/3/12,09_餐飲,一般消費,1661,國內
24070,18375,1250,7/3/12,15_休閒文化,一般消費,450,國內
24073,1774,13303,7/4/12,12_量販超市,一般消費,2967,國內
24079,6448,15195,7/4/12,15_休閒文化,一般消費,30,國外
24080,6448,15195,7/4/12,11_3C居家電信,一般消費,1590,國內
24088,6583,6143,7/4/12,08_精品,一般消費,1280,國內
24089,6826,13687,7/4/12,12_量販超市,一般消費,2322,國內
24091,6863,5425,7/4/12,11_3C居家電信,一般消費,129,國內
24092,6863,5425,7/4/12,08_精品,一般消費,3800,國內
24095,7414,106,7/4/12,10_藥妝,一般消費,290,國內
24099,9338,10195,7/4/12,13_交通(含加值),一般消費,1423,國內
24100,9387,16756,7/4/12,16_無店舖,一般消費,2575,國內
24105,10740,17190,7/4/12,13_交通(含加值),一般消費,149,國內
24112,11130,19504,7/4/12,07_百貨,一般消費,394,國內
24115,11921,17157,7/4/12,13_交通(含加值),一般消費,180,國內
24117,12077,6118,7/4/12,07_百貨,一般消費,1308,國內
24118,12077,6118,7/4/12,15_休閒文化,一般消費,3696,國內
24119,12077,6118,7/4/12,14_旅遊,一般消費,5159,國外
24120,12077,6118,7/4/12,07_百貨,一般消費,6726,國內
24130,13174,9988,7/4/12,12_量販超市,一般消費,3680,國內
24131,13327,605,7/4/12,06_公用事業,一般消費,50,國內
24132,13327,605,7/4/12,06_公用事業,一般消費,70,國內
24141,17200,15353,7/4/12,11_3C居家電信,一般消費,917,國內
24143,17660,2762,7/4/12,10_藥妝,一般消費,108,國內
24155,8088,15580,7/5/12,11_3C居家電信,一般消費,552,國內
24161,8915,1809,7/5/12,16_無店舖,分期消費,2960,國內
24164,10102,6256,7/5/12,06_公用事業,一般消費,3260,國內
24166,10646,19639,7/5/12,11_3C居家電信,一般消費,716,國內
24167,10740,17190,7/5/12,03_保險,一般消費,8951,國外
24175,12797,19483,7/5/12,10_藥妝,一般消費,796,國內
24176,13579,13802,7/5/12,13_交通(含加值),一般消費,1521,國內
24178,14044,9125,7/5/12,13_交通(含加值),一般消費,153,國內
24188,41,2027,7/6/12,06_公用事業,一般消費,60,國內
24190,1431,5287,7/6/12,09_餐飲,一般消費,1380,國內
24197,6651,1958,7/6/12,11_3C居家電信,一般消費,1980,國內
24204,9338,10195,7/6/12,05_捐贈,一般消費,300,國內
24205,9338,10195,7/6/12,13_交通(含加值),一般消費,500,國內
24206,10102,6256,7/6/12,06_公用事業,一般消費,425,國內
24208,10646,19639,7/6/12,06_公用事業,一般消費,1013,國內
24215,12820,1896,7/6/12,13_交通(含加值),一般消費,500,國內
24218,13579,13802,7/6/12,07_百貨,一般消費,1597,國內
24224,15180,920,7/6/12,13_交通(含加值),一般消費,2451,國內
24232,18653,9051,7/6/12,13_交通(含加值),一般消費,90,國內
24243,6577,4874,7/9/12,13_交通(含加值),一般消費,1160,國內
24250,8905,89,7/9/12,13_交通(含加值),一般消費,1525,國內
24256,10646,19639,7/9/12,13_交通(含加值),一般消費,969,國內
24257,10745,106,7/9/12,10_藥妝,一般消費,190,國內
24258,10745,106,7/9/12,08_精品,一般消費,2470,國內
24263,11130,19504,7/9/12,13_交通(含加值),一般消費,800,國內
24277,12596,4493,7/9/12,13_交通(含加值),一般消費,676,國內
24278,12797,19483,7/9/12,13_交通(含加值),一般消費,732,國內
24279,12797,19483,7/9/12,13_交通(含加值),一般消費,1464,國內
24280,12820,1896,7/9/12,15_休閒文化,一般消費,172,國內
24282,12989,3044,7/9/12,06_公用事業,一般消費,20,國內
24283,12989,3044,7/9/12,06_公用事業,一般消費,20,國內
24284,12989,3044,7/9/12,06_公用事業,一般消費,30,國內
24289,13327,605,7/9/12,06_公用事業,一般消費,10,國內
24290,13327,605,7/9/12,06_公用事業,一般消費,10,國內
24291,13327,605,7/9/12,06_公用事業,一般消費,10,國內
24292,13327,605,7/9/12,06_公用事業,一般消費,20,國內
24293,13327,605,7/9/12,06_公用事業,一般消費,20,國內
24294,13327,605,7/9/12,06_公用事業,一般消費,30,國內
24295,13327,605,7/9/12,06_公用事業,一般消費,30,國內
24296,13327,605,7/9/12,06_公用事業,一般消費,50,國內
24297,13327,605,7/9/12,06_公用事業,一般消費,60,國內
24298,13327,605,7/9/12,06_公用事業,一般消費,80,國內
24302,14044,9125,7/9/12,13_交通(含加值),一般消費,841,國內
24303,14229,4210,7/9/12,12_量販超市,一般消費,299,國內
24304,14229,4210,7/9/12,12_量販超市,一般消費,16096,國內
24305,14554,89,7/9/12,12_量販超市,一般消費,1337,國內
24307,14636,13687,7/9/12,13_交通(含加值),一般消費,1000,國內
24310,15130,5978,7/9/12,13_交通(含加值),一般消費,1388,國內
24312,15250,6527,7/9/12,12_量販超市,一般消費,1805,國內
24313,15489,12967,7/9/12,12_量販超市,一般消費,2502,國內
24328,17706,10121,7/9/12,03_保險,一般消費,176,國內
24331,17746,17586,7/9/12,16_無店舖,分期消費,2228,國內
24345,6651,1958,7/10/12,15_休閒文化,一般消費,221,國內
24346,6826,13687,7/10/12,07_百貨,分期消費,13996,國內
24352,9691,9209,7/10/12,11_3C居家電信,一般消費,341,國內
24359,12077,6118,7/10/12,07_百貨,一般消費,500,國內
24360,12077,6118,7/10/12,13_交通(含加值),一般消費,1816,國內
24361,12077,6118,7/10/12,07_百貨,一般消費,3263,國內
24362,12077,6118,7/10/12,07_百貨,一般消費,9760,國內
24368,12797,19483,7/10/12,13_交通(含加值),一般消費,1692,國內
24371,12989,3044,7/10/12,06_公用事業,一般消費,20,國內
24373,13327,605,7/10/12,06_公用事業,一般消費,10,國內
24374,13327,605,7/10/12,06_公用事業,一般消費,40,國內
24375,13327,605,7/10/12,06_公用事業,一般消費,160,國內
24376,13513,9125,7/10/12,11_3C居家電信,一般消費,366,國內
24377,13579,13802,7/10/12,07_百貨,一般消費,1396,國內
24382,14750,7293,7/10/12,12_量販超市,分期消費,15999,國內
24387,17681,7327,7/10/12,12_量販超市,一般消費,1070,國內
24388,17706,10121,7/10/12,13_交通(含加值),一般消費,334,國內
24389,17746,17586,7/10/12,07_百貨,一般消費,968,國內
24397,6448,15195,7/11/12,09_餐飲,一般消費,1672,國內
24401,6651,1958,7/11/12,16_無店舖,一般消費,535,國內
24402,6826,13687,7/11/12,12_量販超市,一般消費,1850,國內
24403,6826,13687,7/11/12,07_百貨,一般消費,3798,國內
24411,7582,13546,7/11/12,13_交通(含加值),一般消費,195,國內
24416,9338,10195,7/11/12,13_交通(含加值),一般消費,1881,國內
24427,10740,17190,7/11/12,13_交通(含加值),一般消費,1700,國內
24436,11167,14466,7/11/12,12_量販超市,一般消費,2061,國內
24439,12077,6118,7/11/12,15_休閒文化,一般消費,440,國內
24440,12077,6118,7/11/12,07_百貨,一般消費,599,國內
24441,12077,6118,7/11/12,07_百貨,一般消費,3660,國內
24443,12754,3405,7/11/12,13_交通(含加值),一般消費,707,國內
24445,12989,3044,7/11/12,06_公用事業,一般消費,20,國內
24448,13327,605,7/11/12,06_公用事業,一般消費,10,國內
24449,13327,605,7/11/12,06_公用事業,一般消費,10,國內
24450,13327,605,7/11/12,06_公用事業,一般消費,20,國內
24451,13327,605,7/11/12,06_公用事業,一般消費,160,國內
24468,18375,1250,7/11/12,12_量販超市,一般消費,761,國內
24470,18653,9051,7/11/12,13_交通(含加值),一般消費,120,國內
24471,18653,9051,7/11/12,10_藥妝,一般消費,299,國內
24475,6583,6143,7/12/12,07_百貨,一般消費,900,國內
24476,6651,1958,7/12/12,07_百貨,一般消費,304,國內
24477,6826,13687,7/12/12,07_百貨,一般消費,1909,國內
24486,11167,14466,7/12/12,11_3C居家電信,分期消費,15290,國內
24490,14229,4210,7/12/12,12_量販超市,一般消費,430,國內
24498,17660,2762,7/12/12,12_量販超市,一般消費,489,國內
24505,6847,5287,7/13/12,15_休閒文化,一般消費,1850,國內
24506,6847,5287,7/13/12,16_無店舖,一般消費,1980,國內
24513,9338,10195,7/13/12,13_交通(含加值),一般消費,1288,國內
24517,10102,6256,7/13/12,06_公用事業,一般消費,504,國內
24518,10745,106,7/13/12,13_交通(含加值),一般消費,500,國內
24523,12077,6118,7/13/12,15_休閒文化,一般消費,440,國內
24524,12077,6118,7/13/12,09_餐飲,一般消費,5801,國內
24527,12820,1896,7/13/12,13_交通(含加值),一般消費,500,國內
24528,12820,1896,7/13/12,13_交通(含加值),一般消費,500,國內
24530,14044,9125,7/13/12,13_交通(含加值),一般消費,147,國內
24533,15130,5978,7/13/12,13_交通(含加值),一般消費,137,國內
24541,17200,15353,7/13/12,12_量販超市,一般消費,130,國內
24542,18174,1747,7/13/12,03_保險,一般消費,1197,國內
24553,8485,773,7/16/12,13_交通(含加值),一般消費,1144,國內
24554,9338,10195,7/16/12,13_交通(含加值),一般消費,177,國內
24555,9338,10195,7/16/12,13_交通(含加值),一般消費,228,國內
24556,9338,10195,7/16/12,13_交通(含加值),一般消費,303,國內
24563,11130,19504,7/16/12,13_交通(含加值),一般消費,800,國內
24582,12754,3405,7/16/12,13_交通(含加值),一般消費,5600,國內
24583,12797,19483,7/16/12,15_休閒文化,一般消費,370,國內
24584,12956,14127,7/16/12,12_量販超市,一般消費,3269,國內
24585,12989,3044,7/16/12,06_公用事業,一般消費,20,國內
24586,12989,3044,7/16/12,06_公用事業,一般消費,20,國內
24587,12989,3044,7/16/12,06_公用事業,一般消費,20,國內
24591,13327,605,7/16/12,06_公用事業,一般消費,10,國內
24592,13327,605,7/16/12,06_公用事業,一般消費,10,國內
24593,13327,605,7/16/12,06_公用事業,一般消費,20,國內
24594,13327,605,7/16/12,06_公用事業,一般消費,20,國內
24595,13327,605,7/16/12,06_公用事業,一般消費,40,國內
24596,13327,605,7/16/12,06_公用事業,一般消費,80,國內
24597,13327,605,7/16/12,06_公用事業,一般消費,90,國內
24598,13327,605,7/16/12,06_公用事業,一般消費,110,國內
24599,13327,605,7/16/12,06_公用事業,一般消費,130,國內
24606,14229,4210,7/16/12,13_交通(含加值),一般消費,615,國內
24608,14411,1314,7/16/12,16_無店舖,分期消費,3288,國內
24609,14554,89,7/16/12,12_量販超市,一般消費,1610,國內
24613,15180,920,7/16/12,13_交通(含加值),一般消費,2332,國內
24630,17200,15353,7/16/12,13_交通(含加值),一般消費,500,國內
24631,17200,15353,7/16/12,13_交通(含加值),一般消費,666,國內
24642,18653,9051,7/16/12,13_交通(含加值),一般消費,95,國內
24643,18653,9051,7/16/12,10_藥妝,一般消費,291,國內
24649,6847,5287,7/17/12,09_餐飲,一般消費,7858,國內
24650,6863,5425,7/17/12,08_精品,一般消費,1299,國內
24674,12077,6118,7/17/12,07_百貨,一般消費,1260,國內
24675,12077,6118,7/17/12,13_交通(含加值),一般消費,1835,國內
24676,12077,6118,7/17/12,07_百貨,一般消費,1980,國內
24678,12989,3044,7/17/12,06_公用事業,一般消費,10,國內
24679,12989,3044,7/17/12,06_公用事業,一般消費,20,國內
24683,13327,605,7/17/12,06_公用事業,一般消費,10,國內
24684,13327,605,7/17/12,06_公用事業,一般消費,10,國內
24685,13327,605,7/17/12,06_公用事業,一般消費,160,國內
24686,13327,605,7/17/12,06_公用事業,一般消費,195,國內
24689,14229,4210,7/17/12,12_量販超市,一般消費,25,國內
24690,14229,4210,7/17/12,12_量販超市,一般消費,1028,國內
24691,14411,1314,7/17/12,11_3C居家電信,分期消費,3288,國內
24692,14636,13687,7/17/12,13_交通(含加值),一般消費,1000,國內
24699,17746,17586,7/17/12,13_交通(含加值),一般消費,1490,國內
24711,6577,4874,7/18/12,11_3C居家電信,一般消費,424,國內
24712,6826,13687,7/18/12,12_量販超市,一般消費,1201,國內
24724,9338,10195,7/18/12,13_交通(含加值),一般消費,1673,國內
24731,11167,14466,7/18/12,07_百貨,一般消費,399,國內
24737,11921,17157,7/18/12,13_交通(含加值),一般消費,155,國內
24741,12077,6118,7/18/12,14_旅遊,一般消費,3564,國內
24745,12989,3044,7/18/12,06_公用事業,一般消費,10,國內
24747,13327,605,7/18/12,06_公用事業,一般消費,10,國內
24748,13327,605,7/18/12,06_公用事業,一般消費,150,國內
24756,15250,6527,7/18/12,12_量販超市,一般消費,980,國內
24757,15250,6527,7/18/12,12_量販超市,一般消費,1776,國內
24765,16097,8927,7/18/12,12_量販超市,一般消費,3392,國內
24771,17660,2762,7/18/12,13_交通(含加值),一般消費,700,國內
24772,17746,17586,7/18/12,07_百貨,一般消費,180,國內
24773,17746,17586,7/18/12,07_百貨,一般消費,399,國內
24774,18653,9051,7/18/12,13_交通(含加值),一般消費,100,國內
24778,6448,15195,7/19/12,09_餐飲,一般消費,1854,國內
24785,10646,19639,7/19/12,13_交通(含加值),一般消費,730,國內
24786,10740,17190,7/19/12,10_藥妝,一般消費,410,國內
24800,12989,3044,7/19/12,12_量販超市,一般消費,2060,國內
24811,16711,5196,7/19/12,12_量販超市,一般消費,1043,國內
24813,17200,15353,7/19/12,12_量販超市,一般消費,175,國內
24814,17660,2762,7/19/12,13_交通(含加值),一般消費,700,國內
24817,18162,11368,7/19/12,13_交通(含加值),一般消費,952,國內
24818,18162,11368,7/19/12,12_量販超市,一般消費,3588,國外
24848,14044,9125,7/20/12,13_交通(含加值),一般消費,143,國內
24850,16223,16848,7/20/12,11_3C居家電信,分期消費,14970,國內
24855,17706,10121,7/20/12,13_交通(含加值),一般消費,107,國內
24857,18162,11368,7/20/12,09_餐飲,一般消費,352,國內
24868,6448,15195,7/23/12,15_休閒文化,一般消費,120,國外
24869,6448,15195,7/23/12,15_休閒文化,一般消費,950,國內
24875,6583,6143,7/23/12,16_無店舖,一般消費,3904,國內
24876,6651,1958,7/23/12,12_量販超市,一般消費,443,國內
24882,8915,1809,7/23/12,08_精品,一般消費,1650,國內
24883,8915,1809,7/23/12,09_餐飲,一般消費,2709,國內
24887,9387,16756,7/23/12,11_3C居家電信,一般消費,31,國外
24894,10646,19639,7/23/12,13_交通(含加值),一般消費,1552,國內
24900,11774,8032,7/23/12,10_藥妝,一般消費,286,國內
24901,11774,8032,7/23/12,13_交通(含加值),一般消費,300,國內
24902,11921,17157,7/23/12,13_交通(含加值),一般消費,300,國內
24903,12077,6118,7/23/12,13_交通(含加值),一般消費,1734,國內
